timestamp,value
401733.9214659929,0
421757.1587949991,0
441757.4686360359,0
461755.58113098145,0
481769.9691770077,0
501781.29226601124,0
521791.29392397404,0
541787.5172770023,0
561797.1322950125,0
581797.9453909397,13.291
601797.5992280245,13.31
621808.2867879868,13.158
641809.3458030224,13.234
661818.1603859663,13.234
681821.3904539347,13.253
701829.1730350256,13.367
721838.5449979305,13.31
741849.1060320139,13.234
761863.0371569395,13.215
781849.4004299641,13.272
801861.4200190306,13.12
821863.310536027,13.234
841868.390288949,13.291
861877.9676840305,13.177
881881.161921978,13.177
901900.2425639629,13.196
921901.8910290003,13.272
941923.8901529312,13.158
961914.6037559509,13.234
981932.9444550276,13.196
1001931.611634016,13.158
1021946.3246409893,13.082
1041947.7201679945,13.063
1061948.9034290314,13.101
1081954.4527429342,13.082
1101977.3810290098,13.158
1121976.0799039602,13.158
1141986.6860890388,13.101
1161986.365447998,13.12
1181983.0580630302,13.082
1202001.9590369463,13.12
1222003.9900540113,13.082
1242029.7498509884,13.082
1262012.748973012,13.082
1282018.155262947,13.063
1302046.5970709324,13.082
1322035.7973649502,13.044
1342086.2334629297,13.139
1362035.9486299753,13.063
1382045.1234999895,13.044
1402059.6208150387,13.082
1422056.0360929966,13.082
1442070.6390099525,13.063
1462066.2476969957,13.139
1482066.2105749846,13.063
1502086.1186529398,12.987
1522088.06495893,13.082
1542096.8140699863,12.987
1562097.3669739962,13.063
1582109.66337502,13.025
1602106.7902200222,13.044
1622126.982038021,13.044
1642129.9092760086,13.196
1662128.6885629892,13.082
1682150.1828459501,13.063
1702147.9710730314,13.082
1722148.9004700184,13.025
1742162.4008829594,13.082
1762167.4367300272,13.025
1782172.4316509962,13.006
1802183.8199609518,13.063
1822182.7552889585,13.082
1842189.461550951,13.139
1862180.087841034,12.949
1882186.8349410295,13.082
1902194.2438060045,13.025
1922217.4223079681,13.139
1942211.9197279215,13.063
1962212.2894409895,13.025
1982234.8839119673,13.044
2002230.9958029985,13.063
2022235.6046789885,12.93
2042243.213019967,12.949
2062244.9317409992,13.006
2082245.1169610023,13.063
2102253.450775981,13.139
2122253.9825109243,13.025
2142255.443732977,12.968
2162265.3411569595,12.987
2182271.6197339296,12.987
2202267.9773420095,13.025
2222277.360106945,13.025
2242276.4236979485,13.006
2262276.412539959,13.006
2282306.4823960066,13.044
2302311.684675932,13.063
2322303.6156339645,13.063
2342308.098734021,12.987
2362309.268893957,13.063
2382310.4497879744,13.025
2402331.66701293,13.101
2422325.0484650135,13.063
2442339.6551089287,13.044
2462335.790879965,13.101
2482340.36065197,13.101
2502339.256346941,13.006
2522364.6391459703,13.006
2542361.64083004,12.987
2562357.997957945,13.139
2582358.2738679647,13.063
2602372.4241729975,13.082
2622369.650089979,13.044
2642382.82554996,13.101
2662380.885733962,13.063
2682381.648486972,13.063
2702379.559940934,13.082
2722382.0522710085,13.082
2742387.216616988,12.892
2762394.1112270355,12.987
2782403.3537359238,13.044
2802411.133335948,13.025
2822425.0768489838,13.006
2842434.302333951,12.949
2862434.786749959,12.892
2882437.6987929344,12.987
2902433.3438099623,13.044
2922472.834725976,13.006
2942454.5125089884,12.987
2962464.259652972,13.101
2982463.3959299326,13.006
3002462.649006009,13.063
3022456.6385040283,13.006
3042474.097949028,12.987
3062492.118778944,12.987
3082483.8958729506,13.044
3102490.971138954,12.949
3122513.123047948,13.025
3142519.392854929,13.006
3162505.7616609335,12.949
3182511.939332962,12.911
3202529.914793968,13.025
3222533.168416977,13.006
3242536.9342769384,13.082
3262537.256793022,13.025
3282545.9609589577,12.987
3302544.3900939226,13.12
3322556.0873389244,12.987
3342571.3916249275,12.949
3362564.5815719366,12.892
3382594.2212939262,13.063
3402587.1491849422,12.987
3422601.141086936,13.006
3442585.8352639675,13.139
3462607.980443001,13.082
3482620.0315560102,13.063
3502614.225140929,13.139
3522631.6112400293,13.063
3542639.2277269363,13.006
3562627.8626790047,13.044
3582652.727936983,13.044
3602658.191416025,13.006
3622670.5726419687,13.025
3642695.249083996,12.968
3662679.4400219917,13.082
3682670.1200920343,13.025
3702688.454527974,12.968
3722705.372604966,13.063
3742708.4274560213,13.044
3762712.277951002,12.949
3782726.2887250185,12.949
3802731.01573503,13.063
3822739.8627870083,13.101
3842732.7078540325,13.025
3862740.5682319403,12.968
3882751.3270579576,12.987
3902764.6627169847,13.101
3922758.365625024,12.949
3942770.3630650043,13.063
3962792.243108988,13.025
3982769.449916005,12.987
4002779.627012968,13.044
4022799.029534936,13.044
4042801.67236197,13.006
4062798.7084469795,12.949
4082823.6303999424,13.063
4102820.024922967,13.025
4122832.5403050184,13.082
4142844.3742109537,12.968
4162848.512195945,13.006
4182843.8095890284,13.006
4202857.653784037,13.044
4222849.617996931,13.006
4242861.492116928,13.101
4262864.135460019,13.006
4282867.351403952,12.987
4302874.589865923,12.987
4322883.137971997,13.063
4342892.585462928,12.968
4362875.800132036,13.006
4382892.8399249315,13.044
4402906.631911993,13.025
4422915.33742404,12.968
4442916.31595099,13.044
4462928.34621501,12.968
4482937.884415984,13.063
4502944.296015024,12.987
4522956.314610004,13.044
4542956.953601956,13.006
4562956.590059996,13.006
4582975.409242988,12.987
4602974.467944026,12.968
4622981.622941017,12.911
4642985.52737093,12.968
4662990.283928037,13.082
4682984.395172954,13.006
4702987.190510035,12.968
4722995.102016926,13.044
4742999.217465997,13.025
4762988.639685988,13.025
4783005.245710969,12.911
4803016.714931965,13.006
4823017.2924159765,12.987
4843028.775964975,12.949
4863031.410153985,13.006
4883026.876467943,13.044
4903048.670168996,13.063
4923050.086535931,12.949
4943051.064636946,12.949
4963040.81376493,13.082
4983060.798593998,12.93
5003076.695093989,12.892
5023062.287236929,13.063
5043080.5807260275,13.006
5063070.323958039,12.987
5083079.345297933,13.044
5103087.43354404,13.025
5123100.368235946,12.911
5143101.17029202,12.968
5163096.733948946,12.987
5183112.587736964,12.892
5203126.335857987,13.063
5223125.265146017,13.006
5243128.4214839935,12.968
5263111.597368002,12.968
5283139.728909016,13.006
5303140.68206799,13.063
5323141.755527973,13.025
5343154.236613989,12.968
5363156.146103978,12.968
5383167.550647974,13.12
5403169.019358993,12.949
5423183.206542015,13.006
5443191.286221981,13.025
5463198.931432009,13.025
5483191.028061986,12.987
5503205.680987,12.968
5523212.776051998,13.063
5543213.852023959,13.044
5563225.084458947,12.987
5583225.836586952,13.025
5603242.485890985,12.987
5623242.205621004,13.025
5643249.885339975,13.006
5663247.939608932,13.063
5683255.4975709915,12.949
5703268.013880968,13.082
5723252.678375006,13.025
5743277.285406947,12.93
5763278.942808032,13.044
5783274.021512985,13.044
5803278.157895923,12.911
5823296.960014939,13.082
5843295.515040994,13.082
5863312.230904937,13.044
5883313.235283017,12.987
5903320.259676933,13.025
5923329.449914932,12.987
5943331.063462973,13.006
5963338.976552963,13.025
5983352.174569964,13.006
6003355.257328033,12.968
6023344.1339969635,13.006
6043347.4101679325,13.063
6063360.031481981,13.006
6083369.918390036,13.006
6103381.82485497,13.025
6123378.924041033,13.082
6143379.940565944,13.025
6163394.333604932,13.063
6183384.808602929,13.006
6203399.159628034,12.949
6223414.540023923,13.006
6243411.360580921,13.006
6263419.594231963,13.044
6283431.00721693,13.044
6303433.61123693,13.006
6323443.919371009,13.063
6343441.5182340145,13.025
6363450.68019402,12.949
6383458.508248925,12.911
6403454.614746928,13.063
6423474.282402039,12.968
6443464.734018922,13.006
6463472.292335987,13.101
6483482.555212975,13.006
6503480.149461985,12.968
6523494.155398011,12.987
6543491.603194952,12.911
6563494.357404947,12.987
6583518.034363985,12.949
6603519.859480977,12.987
6623512.791181922,13.12
6643512.327602029,12.987
6663530.455960035,12.949
6683521.839426994,13.063
6703532.336789012,13.044
6723537.96449101,13.025
6743541.714215994,13.082
6763534.822270989,12.987
6783545.326985955,13.025
6803554.590925932,13.025
6823567.24364996,12.987
6843559.474920988,13.025
6863570.442994952,12.987
6883577.011698008,13.025
6903569.539580941,13.158
6923594.850307941,13.025
6943586.796846032,12.987
6963594.599826932,13.044
6983597.798485994,13.006
7003601.707790017,12.968
7023610.30440104,13.025
7043607.186906934,12.93
7063612.907228947,12.854
7083619.653398991,12.93
7103616.9277739525,13.025
7123627.583662987,12.987
7144635.479611039,13.101
7164840.797901988,13.139
7183871.030820012,13.063
7205185.298473954,13.025
7227789.606262922,12.987
7244676.218946934,12.968
7265208.2542870045,13.063
7283895.145342946,12.987
7303894.654425979,13.025
7324191.94837296,12.987
7345219.273816943,13.025
7363908.0958019495,12.968
7383908.453709006,12.968
7405223.4022779465,12.987
7424159.676494956,13.025
7447248.334643006,12.987
7463702.459473968,13.044
7483696.45115602,12.968
7503728.830215931,13.063
7523724.01936698,13.025
7543729.292541027,13.082
7563731.199913979,12.987
7583739.837311983,13.063
7603731.4366259575,13.044
7623762.574708939,12.968
7643758.00553,12.93
7663765.565591931,13.082
7683780.421203017,13.044
7703783.387025952,13.006
7723789.34512794,13.044
7743807.830508947,13.006
7763800.228860021,13.044
7783813.045084953,13.082
7803832.6916229725,13.063
7823831.435249925,12.987
7843830.303112984,12.911
7863841.751156926,12.968
7883843.155490994,13.063
7903849.977990031,13.006
7923866.977839947,12.93
7943871.2639119625,13.025
7963877.259760022,12.968
7983876.970788956,13.044
8003891.565482974,12.911
8023888.171304941,13.025
8043899.069458008,13.025
8063893.506054997,12.949
8083902.483117938,13.063
8103916.050431967,13.025
8123914.116379976,13.101
8143911.254388928,12.93
8163915.162531972,12.968
8183925.257943988,13.025
8203932.172614932,12.93
8223945.816295981,13.025
8243948.789428949,12.987
8263940.853556991,13.082
8283956.390877008,13.006
8303967.418707967,13.006
8323955.117514014,12.911
8343966.883111,12.968
8363986.908743978,12.911
8383986.047631979,13.063
8404001.058158994,13.025
8424026.071853995,12.949
8444013.488780022,13.063
8464009.311861038,12.968
8484022.75384903,13.101
8504017.542099953,13.063
8524043.400287986,12.911
8544038.647154927,13.063
8564043.59935093,13.044
8584066.665679932,13.044
8604058.322371006,12.968
8624071.632303953,13.082
8644085.462047935,13.006
8664080.916368008,12.949
8684101.677068949,13.025
8704107.52859199,13.006
8724103.132130027,13.044
8744105.643229008,13.177
8764102.416463971,12.949
8784113.058725,13.006
8804113.136409998,12.987
8824121.835668921,13.082
8844134.229961038,12.987
8864143.128409028,13.12
8884157.211712003,13.044
8904151.317986965,13.044
8924164.661234975,12.987
8944171.330070019,12.987
8964174.60917294,13.044
8984170.99892497,13.082
9004192.512552023,12.987
9024192.953161001,13.025
9044185.487444997,12.968
9064201.57385695,12.968
9084225.87231493,12.949
9104206.270849943,13.044
9124224.879014969,12.968
9144227.298859,13.063
9164225.852429032,13.006
9184246.392436028,12.93
9204251.579424977,13.082
9224255.021515012,13.025
9244265.641557932,12.987
9264268.633805037,12.987
9284276.481215954,13.101
9304277.629370928,13.044
9324287.944365025,12.949
9344285.05370593,13.063
9364288.771521926,13.063
9384298.92433095,13.044
9404298.320901036,12.987
9424463.467018008,13.044
9444319.540434003,13.025
9464322.924628973,12.93
9484331.565918922,12.987
9504335.996227026,13.025
9524336.01909995,13.063
9544341.164670944,13.006
9564347.504140973,13.044
9584351.539703965,12.968
9604361.54776299,13.044
9624376.225306988,13.025
9644358.11619103,13.063
9664368.784780025,13.025
9684373.990105033,12.93
9704370.426574945,13.12
9724393.005087018,13.082
9744390.253387928,13.006
9764388.589705944,12.968
9784411.914289951,13.006
9804406.807274938,13.063
9824419.07454598,13.044
9844430.595494032,13.044
9864433.066591024,13.063
9884444.32901299,12.93
9904459.535264015,12.968
9924465.364405036,12.968
9944476.165081024,12.911
9964472.655234933,13.101
9984477.318491936,13.063
10004471.761198997,13.006
10024489.470557928,13.082
10044497.47913003,13.044
10064501.483163,12.987
10084522.43126893,13.025
10104528.260020018,12.987
10124531.761014938,12.968
10144553.324275017,13.006
10164552.705973983,12.892
10184564.738454938,12.987
10204574.516795993,13.006
10224583.89735794,13.006
10244595.874853015,13.082
10264601.79984498,12.949
10284661.01096499,12.968
10304624.785370946,13.082
10324629.79699397,13.025
10344641.866559029,12.93
10364643.461081028,12.949
10384664.03234899,12.968
10404664.83353901,12.987
10424678.51831901,12.949
10444674.724278927,12.949
10464689.196010947,12.987
10484700.922483921,12.949
10504710.048797965,12.93
10524709.057034016,12.949
10544789.999899983,12.949
10564779.261175036,12.949
10584724.262215018,12.968
10604748.325937033,12.968
10624771.444653988,12.949
10644753.874549985,13.101
10664870.209203959,12.987
10684796.964408994,13.025
10704803.440228939,13.082
10724808.15654397,12.892
10744816.192786932,12.987
10764808.143290997,12.987
10784825.541895986,13.082
10804812.276299,13.006
10824825.456525922,12.949
10844838.68483603,12.892
10864850.763127923,12.968
10884855.405992031,12.968
10904846.782994986,13.025
10924848.796180964,13.044
10944859.633898973,12.911
10964873.150638938,12.987
10984877.208295941,13.044
11004875.876168966,13.006
11024871.182031035,12.949
11044889.209978938,12.987
11064889.851498008,13.006
11084901.03005898,12.949
11104909.537644029,13.006
11124909.935752034,12.93
11144919.547788024,13.025
11164945.11503303,12.93
11184939.057379007,13.044
11204937.190289974,13.044
11224939.518229008,12.987
11244952.800336003,12.968
11264964.436486006,12.968
11284972.160632968,13.044
11304969.65880096,13.025
11324972.825040936,12.987
11344986.383458018,13.044
11364991.947250009,13.025
11385005.200928926,12.854
11404999.786885023,12.93
11425005.937448978,12.987
11445009.094045997,12.949
11465022.86996603,13.006
11485035.652657032,12.987
11505030.060943007,13.025
11525024.551041007,12.987
11545034.855394006,12.968
11565042.877542019,12.93
11585054.069432974,12.892
11605051.046272993,13.044
11625036.751736999,12.987
11645057.385697007,13.044
11665053.561378956,12.949
11685069.177171946,13.044
11705060.196815968,12.987
11725080.294741988,13.006
11745072.47616601,13.063
11765096.612053037,12.93
11785094.078967929,12.949
11805093.728518963,12.949
11825100.19993794,13.044
11845094.256276965,13.063
11865107.010883927,13.025
11885115.08969295,12.968
11905100.657673955,12.987
11925115.987365961,12.987
11945116.465435982,12.93
11965117.689633012,13.025
11985137.155481935,12.93
12005117.20559299,12.93
12025113.748418927,13.006
12045122.222056985,12.987
12065138.359555006,12.987
12085147.067734957,13.044
12105136.126513958,12.987
12125149.820160031,13.044
12145138.602949977,13.006
12165161.140816927,13.063
12185162.349277973,12.93
12205170.290696025,12.911
12225165.520985961,13.006
12245177.853626013,13.006
12265181.31409502,13.101
12285178.383453965,12.987
12305188.75976193,12.968
12325201.615566969,13.063
12345218.502817035,12.949
12365198.705920935,13.006
12385209.520717025,12.968
12405213.07662201,12.949
12425259.536692023,12.949
12445243.120754004,13.025
12465229.72902298,12.968
12485250.003988981,12.949
12505241.98290801,13.006
12525256.977401972,13.063
12545262.483632922,13.101
12565265.67742896,13.006
12585270.026636004,13.006
12605272.440430999,12.987
12625283.576475978,12.968
12645282.092373013,12.835
12665292.739467978,12.892
12685303.204025984,12.911
12705302.891636014,12.949
12725311.341751933,12.911
12745311.987869024,12.873
12765325.781589031,13.063
12785337.141584992,12.968
12805332.774847984,12.93
12825331.95171702,12.949
12845359.456194997,12.968
12865350.744079947,13.025
12885363.027420998,12.911
12905373.51459694,12.93
12925375.341634035,13.063
12945382.915112972,12.835
12965383.891602993,13.12
12985392.921532989,12.987
13005396.643926978,13.044
13025397.987303019,12.987
13045403.032608032,12.892
13065402.96173501,12.949
13085416.911316037,12.987
13105430.125304937,12.949
13125434.049669981,12.968
13145438.609651923,13.082
13165445.726032019,12.911
13185446.287977934,12.93
13205455.83116901,13.025
13225457.84837997,13.006
13245468.686720014,12.968
13265469.953771949,12.949
13285471.829905033,13.025
13305480.036502004,12.987
13325475.430912018,13.006
13345479.233618021,12.987
13365488.52481997,13.082
13385498.53181696,12.968
13405498.965855956,12.911
13425511.553355932,12.911
13445508.082960963,13.025
13465521.824187994,13.006
13485517.58522904,13.006
13505528.61321497,13.044
13525532.927371025,12.987
13545543.136142015,12.968
13565540.49972701,12.987
13585552.631493926,13.044
13605548.61402595,13.006
13625561.844213009,12.987
13645558.389600992,12.873
13665576.00970602,12.93
13685562.818768024,12.987
13705582.905890942,12.911
13725591.919283986,13.006
13745594.91299498,13.006
13765587.070245981,12.93
13785601.911247969,12.968
13805615.041025996,12.987
13825614.97250104,12.968
13845626.543062925,12.987
13865621.016618013,12.968
13885609.265895009,12.892
13905625.723888993,12.892
13925635.238736033,12.949
13945636.649879932,12.968
13965634.350067973,12.93
13985633.70172596,13.006
14005646.464040995,13.101
14025652.124635935,12.892
14045654.35067904,12.987
14065655.512305975,12.949
14085667.092271924,13.044
14105666.939093947,12.968
14125677.539273024,13.006
14145682.82741499,13.044
14165683.52144897,13.025
14185691.527294993,12.968
14205699.60869193,12.968
14225704.84542203,13.101
14245699.75966394,12.968
14265707.582441926,13.025
14285711.983330965,12.93
14305718.931931973,12.93
14325725.68039,13.063
14345728.992352009,13.082
14365727.983271003,12.987
14385735.304423928,12.987
14405740.281147957,13.006
14425735.696352959,12.892
14445759.020601988,13.063
14465750.939917922,12.968
14485759.448644996,13.044
14505759.483734012,13.063
14525755.99384296,12.968
14545773.887405038,13.006
14565774.77552402,13.025
14585788.749390006,13.082
14605786.303388953,13.006
14625806.265247941,13.044
14645808.950183988,13.025
14665809.800637007,13.063
14685820.661157012,13.101
14705821.575984001,13.006
14725823.655179024,13.063
14745833.258981943,13.025
14765842.040086985,13.025
14785858.237295032,12.968
14805853.123235941,13.063
14825860.930027962,13.101
14845866.086099982,13.063
14865876.217144012,13.025
14885893.361981034,13.063
14905890.360566974,13.12
14925899.809785008,12.911
14945902.60879302,12.987
14965911.995224953,13.082
14985911.182336926,13.025
15005927.441983938,13.082
15025923.626688957,13.101
15045933.923110962,12.968
15065943.41046393,12.968
15085947.961274028,13.063
15105952.552917004,13.139
15125964.976540923,13.006
15145977.373445988,13.006
15165978.052917957,13.063
15185988.310354948,13.063
15205992.04855895,13.139
15225987.603345037,13.025
15246010.071141005,13.158
15266016.793931961,13.082
15286029.656572938,13.101
15306026.108139038,13.139
15326028.094789982,12.968
15346035.469035983,13.044
15366045.811673999,13.044
15386058.066849947,13.063
15406055.679316998,13.063
15426055.725335002,13.082
15446067.114253998,13.006
15466065.295563936,13.082
15486085.443485975,13.063
15506076.113781929,13.025
15526082.393671036,13.139
15546094.740746021,13.139
15566109.203657985,13.025
15586104.159085035,13.025
15606117.652859926,13.044
15626107.354357004,13.025
15646119.07682097,13.044
15666142.978215933,13.196
15686136.184597015,13.12
15706151.108752012,13.082
15726150.55785203,13.12
15746150.894534945,13.006
15766154.44214499,13.139
15786159.376062036,13.025
15806172.09542501,13.063
15826174.420096993,13.025
15846183.532935023,13.025
15866183.802452922,13.158
15886189.568189025,13.12
15906187.466313958,13.139
15926190.108937979,13.12
15946200.320358038,13.025
15966200.639207006,13.177
15986220.729933977,13.044
16006217.374387026,13.101
16026237.115862966,13.101
16046239.167050958,13.025
16066229.72342503,13.044
16086246.705821991,13.139
16106241.062157989,13.082
16126252.537806988,13.063
16146258.174309969,13.101
16166268.009446025,13.063
16186274.051438928,13.044
16206283.129814029,13.177
16226282.228479981,13.006
16246282.550279975,13.101
16266300.581283927,13.139
16286303.459807038,13.139
16306303.165506005,13.139
16326308.436149001,13.158
16346321.513716936,13.139
16366325.33870697,13.101
16386336.348631024,13.158
16406330.945595026,13.234
16426335.95993793,13.177
16446353.052305937,13.101
16466359.141238928,13.196
16486354.055073023,13.101
16506367.711742997,13.158
16526366.148934007,13.177
16546366.551584005,13.177
16566370.350742936,13.177
16586389.38574493,13.006
16606388.329051971,13.12
16626405.093641996,13.12
16646411.035130024,13.082
16666395.200816035,13.158
16686418.919772983,13.215
16706415.289090991,13.082
16726406.73439598,13.101
16746436.986464024,13.12
16766436.492820978,13.063
16786437.982607007,13.12
16806450.220212936,13.006
16826449.620401025,13.139
16846451.59807098,13.12
16866461.65891695,13.12
16886448.782709956,13.12
16906469.300537944,13.158
16926481.867334962,13.177
16946489.055958986,13.177
16966497.26479602,13.196
16986513.822595,13.12
17006510.21963203,13.139
17026512.690410018,13.158
17046538.263525963,13.139
17066530.574368954,13.101
17086551.55615604,13.158
17106546.897626996,13.139
17126553.71647203,13.139
17146564.605751038,13.139
17166569.147668004,13.177
17186570.06324601,13.177
17206588.97598195,13.082
17226597.779070973,13.196
17246592.162722945,13.177
17266595.36973393,13.158
17286605.435591936,13.215
17306609.392989993,13.12
17326614.58397293,13.044
17346624.322844982,13.215
17366630.265354037,13.215
17386645.50976193,13.253
17406642.50150895,13.12
17426642.65101993,13.234
17446651.81456697,13.12
17466656.27051294,13.101
17486663.617843986,13.177
17506653.511103988,13.253
17526684.961696982,13.234
17546688.327427983,13.31
17566699.121290922,13.196
17586697.03685093,13.196
17606709.790784,13.196
17626708.584057927,13.177
17646724.68669796,13.139
17666727.299497962,13.272
17686739.004539967,13.082
17706739.797083974,13.158
17726747.199736,13.215
17746756.76113701,13.234
17766757.076234937,13.196
17786770.545939922,13.215
17806770.92479694,13.196
17826806.049147964,13.272
17846774.81143093,13.139
17866790.36107099,13.253
17886803.141487956,13.177
17906798.985263944,13.215
17926809.707558036,13.215
17946833.428722978,13.234
17966829.86990094,13.215
17986840.605248928,13.139
18006840.450618982,13.253
18026838.296218038,13.253
18046849.600585938,13.215
18066859.616297007,13.234
18086859.681236982,13.253
18106872.03124094,13.215
18126880.439707994,13.234
18146882.965528965,13.253
18166889.56514895,13.196
18186899.55250895,13.272
18206905.785964012,13.158
18226911.851879954,13.139
18246935.760195017,13.272
18266938.57754898,13.272
18286940.040521026,13.31
18306950.82390201,13.215
18326949.902873993,13.234
18346961.12918496,13.329
18366973.698148966,13.348
18386974.66141498,13.234
18406982.518180966,13.196
18426991.08132398,13.253
18446995.65457201,13.329
18467004.845657945,13.272
18487013.207252026,13.139
18507025.46579802,13.291
18527037.971143007,13.196
18547033.759889007,13.291
18567037.519511938,13.234
18587052.687332988,13.291
18607047.33649993,13.196
18627046.856599927,13.31
18647054.418509007,13.234
18667079.575230956,13.272
18687074.095410943,13.177
18707075.431360006,13.139
18727088.82650304,12.949
18747094.996436954,12.949
18767094.956139922,12.892
18787108.043300986,12.854
18807117.480832934,12.778
18827127.839087963,12.608
18847141.344946027,12.494
18867136.64328599,12.513
18887148.365231037,12.475
18907147.944013953,12.266
18927146.51788795,12.152
18947157.836926937,12.19
18967175.976248026,12.133
18987160.04635203,12.038
19007177.29093194,11.924
19027188.218902946,11.943
19047182.082088947,11.905
19067191.76527202,11.791
19087220.764089942,11.734
19107208.120783925,11.696
19127216.295670033,11.677
19147230.774122,11.601
19167233.114918947,11.582
19187245.18217492,11.544
19207239.04261601,11.582
19227239.094669938,11.373
19247249.730154037,11.354
19267266.227471948,11.278
19287261.633684993,11.202
19307269.316926956,11.051
19327270.944751024,11.07
19347277.789759994,10.994
19367283.753261924,11.013
19387291.821552992,10.88
19407304.031981945,10.918
19427302.73413503,10.766
19447311.828096986,10.671
19467310.15477395,10.652
19487312.84979701,10.69
19507329.847664952,10.519
19527322.417269945,10.538
19547341.142241,10.538
19567357.131866932,10.291
19587359.71640098,10.367
19607372.04566896,10.291
19627363.435905933,10.158
19647366.482604027,10.158
19667372.132629037,10.025
19687371.59703803,10.044
19707376.63995099,9.987
19727382.03607893,9.873
19747396.181234002,9.873
19767405.636456013,9.854
19787412.868433952,9.759
19807413.732411027,9.607
19827425.87015593,9.702
19847433.818609,9.475
19867434.096153975,9.626
19887447.723048925,9.456
19907448.93922496,9.456
19927452.880524993,9.475
19947457.220775962,9.418
19967453.64796698,9.323
19987467.12099099,9.304
20007476.702301025,9.247
20027495.52869594,9.152
20047494.22622204,9.038
20067497.598456025,9.152
20087507.05123496,8.962
20107525.755944014,9
20127515.63882494,8.905
20147521.708899975,8.829
20167516.305361032,8.867
20187529.966360927,8.81
20207533.615720034,8.81
20227539.66572404,8.658
20247539.971557975,8.696
20267538.293020964,8.715
20287577.194420934,8.601
20307586.34091401,8.487
20327560.602367997,8.62
20347572.436530948,8.563
20367568.724396944,8.335
20387575.776885986,8.373
20407590.220850945,8.335
20427593.17833197,8.278
20447599.91919601,8.221
20467598.77660799,8.297
20487607.56418395,8.107
20507610.399896026,8.107
20527608.92291999,8.031
20547623.725659013,8.012
20567620.275534034,7.955
20587621.751560926,7.955
20607634.59214902,7.936
20627632.31685102,7.917
20647632.44617498,7.842
20667641.725232005,7.842
20687650.651831985,7.747
20707655.09916103,7.709
20727661.85725403,7.595
20747661.313264966,7.671
20767662.718263984,7.538
20787660.425758004,7.595
20807664.408255935,7.538
20827673.781729937,7.5
20847670.55589497,7.481
20867720.68081999,7.424
20887689.294685006,7.291
20907693.111181974,7.234
20927702.652709007,7.272
20947696.708264947,7.253
20967870.660575986,7.215
20987706.554535985,7.196
21007711.445312977,7.12
21027737.556723,7.044
21047731.165962934,7.044
21067733.826123,6.93
21087729.062307,6.93
21107748.683647037,7.006
21127734.876351,6.911
21147747.511108994,6.816
21167754.800868988,6.873
21187744.91690302,6.702
21207755.36355102,6.702
21227755.87010801,6.645
21247760.940968037,6.645
21267772.99495995,6.569
21287785.389358997,6.607
21307782.131060958,6.512
21327779.068622947,6.588
21347787.738000035,6.436
21367788.95406103,6.455
21387819.476297975,6.455
21407780.464741945,6.398
21427816.40693593,6.398
21447804.290719032,6.36
21467811.98098898,6.323
21487809.657990932,6.266
21507808.491850972,6.247
21527816.530975938,6.209
21547829.05608201,6.076
21567841.055505037,6.133
21587850.568622947,6.095
21607847.131453037,6.057
21627855.25846994,6.038
21647864.99141395,6.038
21667872.230159998,5.962
21687883.114382982,5.924
21707881.127344966,5.905
21727901.358117938,5.886
21747906.380100965,5.905
21767905.448177934,5.829
21787911.83931303,5.848
21807931.849120975,5.867
21827916.59379196,5.753
21847943.474491,5.696
21867956.316165924,5.696
21887944.91280198,5.696
21907943.786033034,5.677
21927975.977916002,5.601
21947984.83739698,5.658
21967984.46220398,5.639
21987996.98928404,5.525
22007992.339058995,5.525
22027990.608042,0
22047990.066671014,0
22067995.86270702,0
22088016.66248393,0
